id,title,genre,description
3413,Price of Glory,Drama,"<Price of Glory > is a sports drama film that follows the story of Arturo Ortega, a retired boxer who trains his three sons to become professional boxers."
3414,"Road to El Dorado, The",Animation|Children's,"<The Road to El Dorado> is an animated adventure comedy film that follows the journey of two con artists, Tulio and Miguel, who accidentally find themselves in the legendary city of gold, El Dorado."
3415,"Skulls, The",Thriller,<The Skulls> is a thriller movie about a young man named Luke McNamara who is accepted into an elite and secret society at his college called <The Skulls>.
3416,Autopsy (Macchie Solari),Horror,<Autopsy (Macchie Solari) > is an Italian horror film directed by Armando Crispino.
3417,Devil Girl From Mars,Sci-Fi,<Devil Girl From Mars> is a science fiction movie about a female alien named Nyah who comes to Earth from Mars to find men to take back to her planet to help repopulate it.
3418,"Dorado, El",Western,"<Dorado, El> is a western movie directed by Juan Bosch."
3419,"Hideous Sun Demon, The",Horror|Sci-Fi,<The Hideous Sun Demon> is a low-budget horror film from 1959 about a scientist named Dr.
3420,Hook,Adventure|Fantasy,"<Hook> is a fantasy adventure film directed by Steven Spielberg and starring Robin Williams as Peter Banning, a middle-aged lawyer who has forgotten his childhood as Peter Pan."
3421,Horror Express,Horror,<Horror Express> is a horror movie from 1972 that follows an English anthropologist and his rival who discover a frozen prehistoric creature in Manchuria.
3422,My Chauffeur,Comedy,<My Chauffeur> is a comedy film from 1986 about a young woman named Casey Meadows who becomes a chauffeur for a limousine company.
3423,"Son of the Sheik, The",Adventure,<The Son of the Sheik> is a silent film released in 1926 and directed by George Fitzmaurice.
3424,Torso (Corpi Presentano Tracce di Violenza Carnale),Horror,<Torso> is a 1973 Italian giallo film directed by Sergio Martino.
3425,True Grit,Adventure|Western,<True Grit> is a western film that follows the story of a young girl named Mattie Ross who hires a tough U.
3426,Roadside Prophets,Comedy|Drama,<Roadside Prophets> is a comedy-drama movie released in 1992.
3427,Madame Sousatzka,Drama,"<Madame Sousatzka> is a drama film about a young boy named Manek who is a musical prodigy and is taken under the wing of a strict piano teacher, Madame Sousatzka."
3428,Max Dugan Returns,Comedy,"<Max Dugan Returns> is a comedy-drama film directed by Herbert Ross and starring Marsha Mason, Jason Robards, and Donald Sutherland."
3429,Midnight Express,Drama,<Midnight Express> is a movie based on the true story of an American college student named Billy Hayes who is caught smuggling drugs out of Turkey in the mid-1970s.
3430,Misery,Horror,<Misery> is a psychological horror film directed by Rob Reiner and based on the novel of the same name by Stephen King.
3431,Mr. Saturday Night,Comedy|Drama,"<Mr. Saturday Night> is a comedy-drama film directed by and starring Billy Crystal. The movie follows the life and career of Buddy Young Jr., a struggling stand-up comedian who rises to fame in the 1950s and 60s. However, his ego and abrasive personality cause him to alienate those closest to him, including his brother and manager, Stan. As Buddy's career begins to decline, he must come to terms with his past mistakes and try to make amends with those he has hurt."
3432,Murphy's Romance,Comedy|Romance,<Murphy's Romance> is a romantic comedy-drama film released in 1985.
3433,My Life,Drama,is a drama film released in 1993..
3434,Solaris (Solyaris),Drama|Sci-Fi,<Solaris> is a 1972 science fiction film directed by Andrei Tarkovsky.
3435,Network,Comedy|Drama,<Network> is a satirical movie that follows the story of a television network struggling to maintain its ratings.
3436,No Way Out,Thriller,<No Way Out> is a political thriller movie from 1987.
3437,North Dallas Forty,Comedy|Drama,"<North Dallas Forty> is a sports drama film that follows the story of a professional American football team, the North Dallas Bulls, and their struggles with corruption, drug use, and the physical and emotional toll of the sport."
3438,"Odd Couple, The",Comedy,<The Odd Couple> is a comedy film released in 1968 directed by Gene Saks.
3439,"Outlaw Josey Wales, The",Western,<The Outlaw Josey Wales> is a western movie released in 1976.
3440,Black and White,Drama,<Black and White> is a crime drama film that explores the complex relationships between a group of wealthy white teens from Manhattan's Upper East Side and a group of black teens from Harlem.
3441,Frequency,Drama|Thriller,<Frequency> is a science fiction thriller movie about a New York City firefighter named John Sullivan (played by Jim Caviezel) who discovers he can communicate with his deceased father Frank Sullivan (played by Dennis Quaid) through an old ham radio.
3442,Ready to Rumble,Comedy,"<Ready to Rumble> is a comedy film about two wrestling fans, Gordie and Sean, who embark on a mission to help their favorite wrestler, Jimmy King, regain his title after he is betrayed by his promoter and stripped of his championship."
3443,Return to Me,Drama|Romance,"<Return to Me> is a romantic comedy film about a man named Bob, who loses his wife in a car accident and later falls in love with a woman named Grace, who has received a heart transplant from Bob's deceased wife."
3444,Rules of Engagement,Drama|Thriller,<Rules of Engagement> is a military legal drama film that follows the story of a Marine Corps officer who is charged with the murder of innocent civilians during a rescue operation in Yemen.
3445,Joe Gould's Secret,Drama,"<Joe Gould's Secret> is a drama film based on a true story about a journalist named Joseph Mitchell who becomes fascinated with a homeless man named Joe Gould, who claims to be writing an epic book called ""The Oral History of Our Time."
3446,Me Myself I,Comedy,<Me Myself I> is an Australian romantic comedy-drama film released in 2000.
3447,"Bell, Book and Candle",Comedy|Romance,"<Bell, Book and Candle> is a romantic comedy/fantasy movie from 1958."
3448,"Bells, The",Crime|Drama,<The Bells> is a silent film released in 1926 and is based on the play by the same name.
3449,"End of Violence, The",Drama|Thriller,<The End of Violence> is a 1997 film directed by Wim Wenders.
3450,Force 10 from Navarone,Action|War,"<Force 10 from Navarone> is a war film set in World War II, where a group of Allied soldiers is sent on a mission to destroy a bridge in Yugoslavia that is vital to the German war effort."
3451,How to Stuff a Wild Bikini,Comedy,"<How to Stuff a Wild Bikini> is a musical comedy film about Frankie (played by Frankie Avalon), who is off to join the navy, and his girlfriend Dee Dee (played by Annette Funicello), who worries that she will lose him to other girls while he is away."
3452,Mystery Train,Comedy|Crime|Drama,<Mystery Train> is a comedy-drama film directed by Jim Jarmusch.
3453,Sacco and Vanzetti (Sacco e Vanzetti),Drama,"<Sacco and Vanzetti> is a historical drama based on the true story of two Italian immigrants, Nicola Sacco and Bartolomeo Vanzetti, who were accused and convicted of robbery and murder in 1920s America."
3454,Taffin,Action|Thriller,<Taffin> is a British action-thriller movie released in 1988.
3455,Arthur,Comedy|Romance,<Arthur> is a comedy movie about a wealthy and irresponsible playboy named Arthur Bach who is threatened with disinheritance by his family if he doesn't marry a woman of their choosing.
3456,Bachelor Party,Comedy,<Bachelor Party> is a comedy film from 1984 about a group of friends who throw a wild bachelor party for their friend Rick (Tom Hanks) before he gets married.
3457,Parenthood,Comedy|Drama,<Parenthood > is a comedy-drama film that follows the lives of four siblings and their families as they navigate the ups and downs of parenthood.
3458,Predator,Action|Sci-Fi|Thriller,<Predator > is an action/sci-fi movie about a team of elite commandos who are sent on a mission to rescue hostages in a Central American jungle.
3459,"Prince of Tides, The",Drama|Romance,<The Prince of Tides> is a 1991 drama film directed by and starring Barbra Streisand.
3460,"Postman Always Rings Twice, The",Crime|Thriller,<The Postman Always Rings Twice> is a 1981 film adaptation of the classic novel by James M.
3461,Smoking/No Smoking,Comedy,<Smoking/No Smoking> is a French film directed by Alain Resnais.
3462,All the Vermeers in New York,Comedy|Drama|Romance,<All the Vermeers in New York> is a romantic drama film directed by Jon Jost.
3463,Freedom for Us (À nous la liberté ),Comedy,<Freedom for Us> is a French comedy film directed by René Clair.
3464,"Actor's Revenge, An (Yukinojo Henge)",Drama,<An Actor's Revenge> is a Japanese film from 1963 directed by Kon Ichikawa.
3465,28 Days,Comedy,<28 Days> is a 2000 comedy-drama film directed by Betty Thomas and starring Sandra Bullock.
3466,American Psycho,Comedy|Horror|Thriller,"<American Psycho> is a psychological thriller movie released in 2000, based on a novel by Bret Easton Ellis."
3467,Keeping the Faith,Comedy|Romance,"<Keeping the Faith> is a romantic comedy film about two lifelong friends, a rabbi and a Catholic priest, who fall in love with the same woman, their childhood friend."
3468,Where the Money Is,Comedy|Drama,<Where the Money Is> is a crime comedy film released in 2000.
3469,East is East,Comedy,"<East is East> is a British comedy-drama film that follows the story of a Pakistani father named George Khan, who is living in Salford, England with his British wife and their seven children."
3470,"Filth and the Fury, The",Documentary,The movie <The Filth and the Fury> is a documentary about the punk rock band Sex Pistols.
3471,Passion of Mind,Romance|Thriller,"<Passion of Mind> is a psychological thriller drama film about a woman named Marie, played by Demi Moore, who lives two parallel lives in different worlds."
3472,Third World Cop,Action,<Third World Cop> is a Jamaican action-comedy film that centers around a tough cop named Capone who is determined to bring down a notorious drug lord known as <Baba>.
3473,Coming Apart,Drama,<Coming Apart> is a psychological drama film from 1969 directed by Milton Moses Ginsberg.
3474,Diner,Comedy|Drama,<Diner> is a coming-of-age comedy-drama film directed by Barry Levinson.
3475,Shakes the Clown,Comedy,<Shakes the Clown> is a dark comedy film about a hard-drinking and depressed clown named Shakes who gets framed for a murder he didn't commit.
3476,Cabaret,Musical|War,"<Cabaret> is a musical drama film set in 1931 Berlin, Germany."
3477,What Ever Happened to Baby Jane?,Drama|Thriller,"<What Ever Happened to Baby Jane?> is a psychological thriller film about two aging sisters, Baby Jane Hudson and Blanche Hudson, who were both actresses in their youth."
